来源文件,位置(程序键),楼层,分区,类型,数值/名称,说明
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam",L1,SLAB B-1,登记表梁数量,"主梁nos=0, 钢梁sbNos=1, 明细35条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""1HB195""]",L1,SLAB B-1,登记表梁构件,1HB195,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""1HB196""]",L1,SLAB B-1,登记表梁构件,1HB196,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""1HB197""]",L1,SLAB B-1,登记表梁构件,1HB197,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""1HB198""]",L1,SLAB B-1,登记表梁构件,1HB198,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1HB23""]",L1,SLAB B-1,登记表梁构件,MKB-1HB23,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1HB94""]",L1,SLAB B-1,登记表梁构件,MKB-1HB94,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1HB95""]",L1,SLAB B-1,登记表梁构件,MKB-1HB95,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1HB96""]",L1,SLAB B-1,登记表梁构件,MKB-1HB96,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1HB97""]",L1,SLAB B-1,登记表梁构件,MKB-1HB97,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1HB98""]",L1,SLAB B-1,登记表梁构件,MKB-1HB98,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1HB125""]",L1,SLAB B-1,登记表梁构件,MKB-1HB125,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1HB125A""]",L1,SLAB B-1,登记表梁构件,MKB-1HB125A,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1HB126""]",L1,SLAB B-1,登记表梁构件,MKB-1HB126,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1HB126A""]",L1,SLAB B-1,登记表梁构件,MKB-1HB126A,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1HB127""]",L1,SLAB B-1,登记表梁构件,MKB-1HB127,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1HB127A""]",L1,SLAB B-1,登记表梁构件,MKB-1HB127A,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1HB128""]",L1,SLAB B-1,登记表梁构件,MKB-1HB128,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB25""]",L1,SLAB B-1,登记表梁构件,MKB-1VB25,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB26""]",L1,SLAB B-1,登记表梁构件,MKB-1VB26,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB29""]",L1,SLAB B-1,登记表梁构件,MKB-1VB29,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB30""]",L1,SLAB B-1,登记表梁构件,MKB-1VB30,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB31""]",L1,SLAB B-1,登记表梁构件,MKB-1VB31,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB39""]",L1,SLAB B-1,登记表梁构件,MKB-1VB39,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB39a""]",L1,SLAB B-1,登记表梁构件,MKB-1VB39a,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB40""]",L1,SLAB B-1,登记表梁构件,MKB-1VB40,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB41""]",L1,SLAB B-1,登记表梁构件,MKB-1VB41,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB42""]",L1,SLAB B-1,登记表梁构件,MKB-1VB42,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB51""]",L1,SLAB B-1,登记表梁构件,MKB-1VB51,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB52""]",L1,SLAB B-1,登记表梁构件,MKB-1VB52,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB53""]",L1,SLAB B-1,登记表梁构件,MKB-1VB53,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB63""]",L1,SLAB B-1,登记表梁构件,MKB-1VB63,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB64""]",L1,SLAB B-1,登记表梁构件,MKB-1VB64,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB77""]",L1,SLAB B-1,登记表梁构件,MKB-1VB77,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB138""]",L1,SLAB B-1,登记表梁构件,MKB-1VB138,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB B-1""].beam.beams[id=""MKB-1VB139""]",L1,SLAB B-1,登记表梁构件,MKB-1VB139,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 1A""].beam",L1,CAPPING BEAM 1A,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细2条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 1A""].beam.beams[id=""MKB-1HB100""]",L1,CAPPING BEAM 1A,登记表梁构件,MKB-1HB100,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 1A""].beam.beams[id=""MKB-1VB75c""]",L1,CAPPING BEAM 1A,登记表梁构件,MKB-1VB75c,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 1B""].beam",L1,CAPPING BEAM 1B,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细2条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 1B""].beam.beams[id=""MKB-1HB103""]",L1,CAPPING BEAM 1B,登记表梁构件,MKB-1HB103,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 1B""].beam.beams[id=""MKB-1VB126b""]",L1,CAPPING BEAM 1B,登记表梁构件,MKB-1VB126b,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 1C""].beam",L1,CAPPING BEAM 1C,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细3条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 1C""].beam.beams[id=""MKB-1HB118""]",L1,CAPPING BEAM 1C,登记表梁构件,MKB-1HB118,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 1C""].beam.beams[id=""MKB-1HB120""]",L1,CAPPING BEAM 1C,登记表梁构件,MKB-1HB120,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 1C""].beam.beams[id=""MKB-1VB135""]",L1,CAPPING BEAM 1C,登记表梁构件,MKB-1VB135,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 2A""].beam",L1,CAPPING BEAM 2A,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细3条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 2A""].beam.beams[id=""MKB-1HB150""]",L1,CAPPING BEAM 2A,登记表梁构件,MKB-1HB150,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 2A""].beam.beams[id=""MKB-1VB143""]",L1,CAPPING BEAM 2A,登记表梁构件,MKB-1VB143,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 2A""].beam.beams[id=""MKB-1VB149""]",L1,CAPPING BEAM 2A,登记表梁构件,MKB-1VB149,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 2B""].beam",L1,CAPPING BEAM 2B,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细3条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 2B""].beam.beams[id=""MKB-1HB116""]",L1,CAPPING BEAM 2B,登记表梁构件,MKB-1HB116,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 2B""].beam.beams[id=""MKB-1HB117a""]",L1,CAPPING BEAM 2B,登记表梁构件,MKB-1HB117a,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 2B""].beam.beams[id=""MKB-1VB141""]",L1,CAPPING BEAM 2B,登记表梁构件,MKB-1VB141,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 3A""].beam",L1,CAPPING BEAM 3A,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细1条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 3A""].beam.beams[id=""LMDB-1HB40""]",L1,CAPPING BEAM 3A,登记表梁构件,LMDB-1HB40,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 3B""].beam",L1,CAPPING BEAM 3B,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细2条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 3B""].beam.beams[id=""MKB-1HB61""]",L1,CAPPING BEAM 3B,登记表梁构件,MKB-1HB61,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 3B""].beam.beams[id=""LMDB-1VB35""]",L1,CAPPING BEAM 3B,登记表梁构件,LMDB-1VB35,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 4""].beam",L1,CAPPING BEAM 4,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细2条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 4""].beam.beams[id=""MKB-1VB49b""]",L1,CAPPING BEAM 4,登记表梁构件,MKB-1VB49b,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 4""].beam.beams[id=""LMDB-1HB35""]",L1,CAPPING BEAM 4,登记表梁构件,LMDB-1HB35,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 5""].beam",L1,CAPPING BEAM 5,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细2条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 5""].beam.beams[id=""1VB57""]",L1,CAPPING BEAM 5,登记表梁构件,1VB57,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""CAPPING BEAM 5""].beam.beams[id=""1VB59""]",L1,CAPPING BEAM 5,登记表梁构件,1VB59,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam",L1,M-SLAB6,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细14条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""1HB154""]",L1,M-SLAB6,登记表梁构件,1HB154,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""MKB-1VB133a""]",L1,M-SLAB6,登记表梁构件,MKB-1VB133a,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""LMDB-1HB20""]",L1,M-SLAB6,登记表梁构件,LMDB-1HB20,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""LMDB-1HB21""]",L1,M-SLAB6,登记表梁构件,LMDB-1HB21,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""LMDB-1HB23""]",L1,M-SLAB6,登记表梁构件,LMDB-1HB23,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""LMDB-1HB47""]",L1,M-SLAB6,登记表梁构件,LMDB-1HB47,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""LMDB-1VB27""]",L1,M-SLAB6,登记表梁构件,LMDB-1VB27,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""LMDB-1VB28""]",L1,M-SLAB6,登记表梁构件,LMDB-1VB28,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""LMDB-1VB29""]",L1,M-SLAB6,登记表梁构件,LMDB-1VB29,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""LMDB-1VB30""]",L1,M-SLAB6,登记表梁构件,LMDB-1VB30,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""LMDB-1VB31""]",L1,M-SLAB6,登记表梁构件,LMDB-1VB31,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""LMDB-1VB32""]",L1,M-SLAB6,登记表梁构件,LMDB-1VB32,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""LMDB-1VB33""]",L1,M-SLAB6,登记表梁构件,LMDB-1VB33,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB6""].beam.beams[id=""LMDB-1VB34""]",L1,M-SLAB6,登记表梁构件,LMDB-1VB34,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 1""].beam",L1,M-SLAB 1,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细10条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 1""].beam.beams[id=""LMDB-1HB11""]",L1,M-SLAB 1,登记表梁构件,LMDB-1HB11,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 1""].beam.beams[id=""LMDB-1HB12""]",L1,M-SLAB 1,登记表梁构件,LMDB-1HB12,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 1""].beam.beams[id=""LMDB-1HB13""]",L1,M-SLAB 1,登记表梁构件,LMDB-1HB13,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 1""].beam.beams[id=""LMDB-1HB14""]",L1,M-SLAB 1,登记表梁构件,LMDB-1HB14,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 1""].beam.beams[id=""LMDB-1HB15""]",L1,M-SLAB 1,登记表梁构件,LMDB-1HB15,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 1""].beam.beams[id=""LMDB-1HB16""]",L1,M-SLAB 1,登记表梁构件,LMDB-1HB16,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 1""].beam.beams[id=""LMDB-1HB17""]",L1,M-SLAB 1,登记表梁构件,LMDB-1HB17,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 1""].beam.beams[id=""LMDB-1HB18""]",L1,M-SLAB 1,登记表梁构件,LMDB-1HB18,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 1""].beam.beams[id=""LMDB-1HB19""]",L1,M-SLAB 1,登记表梁构件,LMDB-1HB19,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 1""].beam.beams[id=""L1PCB2Ba""]",L1,M-SLAB 1,登记表梁构件,L1PCB2Ba,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam",L1,M-SLAB 2,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细19条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1HB1""]",L1,M-SLAB 2,登记表梁构件,LMDB-1HB1,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1HB2""]",L1,M-SLAB 2,登记表梁构件,LMDB-1HB2,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1HB3""]",L1,M-SLAB 2,登记表梁构件,LMDB-1HB3,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1HB4""]",L1,M-SLAB 2,登记表梁构件,LMDB-1HB4,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1HB5""]",L1,M-SLAB 2,登记表梁构件,LMDB-1HB5,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1HB6""]",L1,M-SLAB 2,登记表梁构件,LMDB-1HB6,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1HB7""]",L1,M-SLAB 2,登记表梁构件,LMDB-1HB7,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1HB8""]",L1,M-SLAB 2,登记表梁构件,LMDB-1HB8,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1HB9""]",L1,M-SLAB 2,登记表梁构件,LMDB-1HB9,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1HB10""]",L1,M-SLAB 2,登记表梁构件,LMDB-1HB10,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1HB24""]",L1,M-SLAB 2,登记表梁构件,LMDB-1HB24,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1HB25""]",L1,M-SLAB 2,登记表梁构件,LMDB-1HB25,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1VB1""]",L1,M-SLAB 2,登记表梁构件,LMDB-1VB1,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""LMDB-1VB2""]",L1,M-SLAB 2,登记表梁构件,LMDB-1VB2,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""SEB1""]",L1,M-SLAB 2,登记表梁构件,SEB1,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""L1PCB2""]",L1,M-SLAB 2,登记表梁构件,L1PCB2,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""L1PCB2""]",L1,M-SLAB 2,登记表梁构件,L1PCB2,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""M-SLAB 2""].beam.beams[id=""L1PCB2""]",L1,M-SLAB 2,登记表梁构件,L1PCB2,levels仅L1却登记了梁 — 请人工核对后删除
